1 0 2817
2 2817 2706
3 5523 1250
4 6773 1106
5 7879 861
6 8740 981
7 9721 996
8 10717 2360
9 13077 1744
10 14821 1154
11 15975 904
12 16879 1135
13 18014 1359
14 19373 1000
15 20373 1951
16 22324 2627
17 24951 1277
18 26228 2744
19 28972 2820
20 31792 3001
21 34793 1064
22 35857 3629
23 39486 4298
24 43784 3334
25 47118 5885
26 53003 3303
27 56306 924
28 57230 2331
29 59561 4631
30 64192 798
31 64990 5809
32 70799 1238
33 72037 6019
34 78056 878
35 78934 1622
36 80556 877
37 81433 3278
38 84711 6421
39 91132 830
40 91962 3424
41 95386 4041
42 99427 1251
43 100678 1085
44 101763 1806
45 103569 1539
46 105108 2501
47 107609 2500
48 110109 1752
49 111861 1383
50 113244 2914
51 116158 2441
52 118599 1572
53 120171 1865
54 122036 1085
55 123121 955
56 124076 3368
57 127444 1962
58 129406 1933
59 131339 2228
60 133567 1958
61 135525 3128
62 138653 1798
63 140451 3201
64 143652 521
65 144173 1109
66 145282 814
67 146096 2572
68 148668 1061
69 149729 2284
70 152013 1866
71 153879 1428
72 155307 728
73 156035 1681
74 157716 2542
75 160258 1570
76 161828 2290
77 164118 2393
78 166511 2253
79 168764 1071
80 169835 2524
81 172359 1430
82 173789 4190
83 177979 2113
84 180092 1794
85 181886 4217
86 186103 541
87 186644 834
88 187478 2568
89 190046 4243
90 194289 3562
91 197851 908
92 198759 3518
93 202277 1225
94 203502 2399
95 205901 2658
96 208559 476
97 209035 3167
98 212202 2115
99 214317 10198
100 224515 1132
101 225647 1348
102 226995 5187
103 232182 2538
104 234720 6660
105 241380 7831
106 249211 1423
107 250634 1777
108 252411 2251
109 254662 3419
110 258081 1963
111 260044 2107
112 262151 6054
113 268205 2081
114 270286 1462
115 271748 1112
116 272860 3183
117 276043 6320
118 282363 1989
119 284352 2397
120 286749 2614
121 289363 2618
122 291981 3608
123 295589 1418
124 297007 8501
125 305508 3915
126 309423 1485
127 310908 10451
128 321359 4105
129 325464 7208
130 332672 10041
131 342713 3365
132 346078 6501
133 352579 4378
134 356957 4667
135 361624 2999
136 364623 1326
137 365949 3079
138 369028 1962
139 370990 1675
140 372665 1721
141 374386 3359
142 377745 2070
143 379815 2135
144 381950 989
145 382939 1899
146 384838 3963
147 388801 2204
148 391005 5404
149 396409 1750
150 398159 1902
151 400061 2550
152 402611 2200
153 404811 2192
154 407003 1799
155 408802 2389
156 411191 6024
157 417215 4960
158 422175 1634
159 423809 13681
160 437490 5378
161 442868 982
162 443850 14511
163 458361 1860
164 460221 1611
165 461832 1101
166 462933 1523
167 464456 1770
168 466226 6084
169 472310 2994
170 475304 3084
171 478388 2392
172 480780 1960
173 482740 2856
174 485596 5409
175 491005 15398
176 506403 7245
177 513648 3361
178 517009 3240
179 520249 2546
180 522795 2966
181 525761 1348
182 527109 2303
183 529412 5279
184 534691 1617
185 536308 1302
186 537610 1996
187 539606 2609
188 542215 1501
189 543716 1495
190 545211 1400
191 546611 2496
192 549107 670
193 549777 661
194 550438 684
195 551122 665
196 551787 704
197 552491 682
198 553173 693
199 553866 639
200 554505 634
201 555139 657
202 555796 642
203 556438 720
204 557158 688
205 557846 666
206 558512 634
207 559146 677
208 559823 630
209 560453 662
210 561115 647
211 561762 635
212 562397 655
213 563052 648
214 563700 658
215 564358 652
216 565010 670
217 565680 704
218 566384 667
219 567051 663
220 567714 682
221 568396 664
222 569060 670
223 569730 702
224 570432 699
225 571131 676
226 571807 700
227 572507 677
228 573184 709
229 573893 665
230 574558 640
231 575198 673
232 575871 653
233 576524 663
234 577187 640
235 577827 667
236 578494 655
237 579149 653
238 579802 655
239 580457 649
240 581106 661
241 581767 703
242 582470 659
243 583129 689
244 583818 669
245 584487 634
246 585121 672
247 585793 665
248 586458 685
249 587143 667
250 587810 704
251 588514 639
252 589153 658
253 589811 690
254 590501 665
255 591166 672
256 591838 664
257 592502 667
258 593169 685
259 593854 704
260 594558 658
261 595216 688
262 595904 653
263 596557 716
264 597273 670
265 597943 645
266 598588 674
267 599262 657
268 599919 668
269 600587 656
270 601243 643
271 601886 656
272 602542 651
273 603193 668
274 603861 652
275 604513 706
276 605219 679
277 605898 660
278 606558 689
279 607247 657
280 607904 660
281 608564 665
282 609229 665
283 609894 663
284 610557 685
285 611242 666
286 611908 698
287 612606 665
288 613271 641
289 613912 667
290 614579 665
291 615244 684
292 615928 672
293 616600 663
294 617263 657
295 617920 656
296 618576 668
297 619244 643
298 619887 660
299 620547 655
300 621202 659
301 621861 647
302 622508 662
303 623170 656
304 623826 660
305 624486 658
306 625144 675
307 625819 629
308 626448 687
309 627135 665
310 627800 700
311 628500 686
312 629186 669
313 629855 664
314 630519 701
315 631220 715
316 631935 639
317 632574 648
318 633222 687
319 633909 668
320 634577 667
321 635244 675
322 635919 704
323 636623 666
324 637289 684
325 637973 696
326 638669 663
327 639332 673
328 640005 711
329 640716 715
330 641431 663
331 642094 660
332 642754 649
333 643403 653
334 644056 657
335 644713 654
336 645367 686
337 646053 666
338 646719 643
339 647362 645
340 648007 645
341 648652 657
342 649309 656
343 649965 685
344 650650 675
345 651325 696
346 652021 699
347 652720 662
348 653382 687
349 654069 679
350 654748 691
351 655439 675
352 656114 674
353 656788 699
354 657487 655
355 658142 201
356 658343 688
357 659031 671
358 659702 699
359 660401 707
360 661108 665
361 661773 688
362 662461 652
363 663113 658
364 663771 653
365 664424 652
366 665076 694
367 665770 651
368 666421 665
369 667086 651
370 667737 634
371 668371 653
372 669024 657
373 669681 642
374 670323 655
375 670978 652
376 671630 670
377 672300 650
378 672950 659
379 673609 695
380 674304 700
381 675004 715
382 675719 689
383 676408 655
384 677063 665
385 677728 686
386 678414 649
387 679063 688
388 679751 645
389 680396 661
390 681057 673
391 681730 658
392 682388 671
393 683059 695
394 683754 655
395 684409 648
396 685057 688
397 685745 658
398 686403 673
399 687076 650
400 687726 695
401 688421 659
402 689080 676
403 689756 661
404 690417 671
405 691088 709
406 691797 704
407 692501 715
408 693216 657
409 693873 686
410 694559 655
411 695214 660
412 695874 649
413 696523 680
414 697203 639
415 697842 645
416 698487 668
417 699155 648
418 699803 666
419 700469 653
420 701122 680
421 701802 644
422 702446 694
423 703140 678
424 703818 657
425 704475 687
426 705162 653
427 705815 659
428 706474 681
429 707155 659
430 707814 660
431 708474 672
432 709146 691
433 709837 653
434 710490 645
435 711135 697
436 711832 664
437 712496 657
438 713153 682
439 713835 672
440 714507 650
441 715157 688
442 715845 659
443 716504 706
444 717210 705
445 717915 698
446 718613 714
447 719327 717
448 720044 691
449 720735 686
450 721421 687
451 722108 704
452 722812 689
453 723501 674
454 724175 639
455 724814 660
456 725474 682
457 726156 661
458 726817 669
459 727486 689
460 728175 674
461 728849 634
462 729483 663
463 730146 687
464 730833 669
465 731502 700
466 732202 736
467 732938 735
468 733673 671
469 734344 638
470 734982 647
471 735629 651
472 736280 658
473 736938 632
474 737570 678
475 738248 626
476 738874 636
477 739510 660
478 740170 639
479 740809 675
480 741484 699
481 742183 650
482 742833 673
483 743506 691
484 744197 680
485 744877 687
486 745564 664
487 746228 674
488 746902 678
489 747580 685
490 748265 652
491 748917 717
492 749634 683
493 750317 639
494 750956 664
495 751620 653
496 752273 651
497 752924 648
498 753572 626
499 754198 649
500 754847 643
501 755490 652
502 756142 647
503 756789 658
